route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,peak_offpeak
3,246071024607201,246071024607201+1157418+0,Grand Central,1365,1,,5,1,0
3,246071024607201,246071024607201+1157420+0,Grand Central,1367,1,,5,1,0
3,246071024607201,246071024607201+1157422+1,Stamford,1368,0,,16,1,1
3,246071024607201,246071024607201+1157424+0,Grand Central,1369,1,,5,1,0
3,246071024607201,246071024607201+1157426+1,Stamford,1370,0,,16,1,1
3,246071024607201,246071024607201+1157428+0,Grand Central,1371,1,,5,1,0
3,246071024607201,246071024607201+1157430+0,Grand Central,1373,1,,5,1,0
3,246071024607201,246071024607201+1157432+1,Stamford,1374,0,,16,1,1
3,246071024607201,246071024607201+1157434+0,Grand Central,1375,1,,5,1,0
3,246071024607201,246071024607201+1157436+1,Stamford,1376,0,,16,1,1
3,246071024607201,246071024607201+1157438+0,Grand Central,1379,1,,5,1,0
3,246071024607201,246071024607201+1157440+0,Grand Central,1381,1,,5,1,0
3,246071024607201,246071024607201+1157444+0,Grand Central,1383,1,,5,1,0
3,246071024607201,246071024607201+1157446+0,Stamford,1384,0,,16,1,0
3,246071024607201,246071024607201+1157448+0,Grand Central,1385,1,,5,1,0
3,246071024607201,246071024607201+1157450+0,Stamford,1386,0,,16,1,0
3,246071024607201,246071024607201+1157452+0,Grand Central,1387,1,,5,1,0
3,246071024607201,246071024607201+1157454+0,Stamford,1388,0,,16,1,0
3,246071024607201,246071024607201+1157456+0,Grand Central,1389,1,,5,1,0
3,246071024607201,246071024607201+1157458+0,Stamford,1390,0,,16,1,0
3,246071024607201,246071024607201+1157460+0,Grand Central,1391,1,,5,1,0
3,246071024607201,246071024607201+1157462+0,Stamford,1392,0,,16,1,0
3,246071024607201,246071024607201+1157464+0,Grand Central,1393,1,,5,1,0
3,246071024607201,246071024607201+1157466+0,Stamford,1394,0,,16,1,0
3,246071024607201,246071024607201+1157468+0,Grand Central,1395,1,,5,1,0
3,246071024607201,246071024607201+1157470+0,Grand Central,1397,1,,5,1,0
3,246071024607201,246071024607201+1157472+0,Stamford,1398,0,,16,1,0
3,246071024607201,246071024607201+1157479+0,New Haven,1402,0,,16,1,0
3,246071024607201,246071024607201+1157481+0,Stamford,1404,0,,16,1,0
3,246071024607201,246071024607201+1157483+1,Stamford,1406,0,,16,1,1
3,246071024607201,246071024607201+1157485+1,Grand Central,1407,1,,5,1,1
3,246071024607201,246071024607201+1157487+1,Stamford,1408,0,,16,1,1
3,246071024607201,246071024607201+1157489+1,Grand Central,1409,1,,5,1,1
3,246071024607201,246071024607201+1157491+1,Stamford,1410,0,,16,1,1
3,246071024607201,246071024607201+1157493+0,New Haven,1416,0,,16,1,0
3,246071024607201,246071024607201+1157495+1,Grand Central,1417,1,,5,1,1
3,246071024607201,246071024607201+1157496+1,Grand Central,1419,1,,5,1,1
3,246071024607201,246071024607201+1157497+1,Grand Central,1427,1,,5,1,1
3,246071024607201,246071024607201+1157498+1,Grand Central,1429,1,,5,1,1
3,246071024607201,246071024607201+1157500+1,Grand Central,1431,1,,5,1,1
3,246071024607201,246071024607201+1157502+1,Grand Central,1433,1,,5,1,1
3,246071024607201,246071024607201+1157504+1,Grand Central,1437,1,,5,1,1
3,246071024607201,246071024607201+1157505+1,South Norwalk,1442,0,,16,1,1
3,246071024607201,246071024607201+1157507+0,Grand Central,1445,1,,5,1,0
3,246071024607201,246071024607201+1157509+1,Bridgeport,1456,0,,16,1,1
3,246071024607201,246071024607201+1157511+1,South Norwalk,1458,0,,16,1,1
3,246071024607201,246071024607201+1157513+1,Bridgeport,1470,0,,16,1,1
3,246071024607201,246071024607201+1157514+0,Grand Central,1471,1,,5,1,0
3,246071024607201,246071024607201+1157516+0,Grand Central,1473,1,,5,1,0
3,246071024607201,246071024607201+1157518+0,Grand Central,1497,1,,5,1,0
3,246071024607201,246071024607201+1157520+0,New Haven,1500,0,,16,1,0
3,246071024607201,246071024607201+1157527+0,Grand Central,1503,1,,5,1,0
3,246071024607201,246071024607201+1157529+0,New Haven-State St,1504,0,,16,1,0
3,246071024607201,246071024607201+1157531+1,New Haven-State St,1506,0,,16,1,1
3,246071024607201,246071024607201+1157533+1,Grand Central,1507,1,,5,1,1
3,246071024607201,246071024607201+1157535+1,New Haven,1508,0,,16,1,1
3,246071024607201,246071024607201+1157537+1,Grand Central,1509,1,,5,1,1
3,246071024607201,246071024607201+1157539+1,New Haven-State St,1510,0,,16,1,1
3,246071024607201,246071024607201+1157541+1,Grand Central,1511,1,,5,1,1
3,246071024607201,246071024607201+1157543+1,New Haven,1512,0,,16,1,1
3,246071024607201,246071024607201+1157545+1,Grand Central,1513,1,,5,1,1
3,246071024607201,246071024607201+1157547+1,New Haven-State St,1514,0,,16,1,1
3,246071024607201,246071024607201+1157549+0,New Haven,1516,0,,16,1,0
3,246071024607201,246071024607201+1157551+1,Grand Central,1517,1,,5,1,1
3,246071024607201,246071024607201+1157553+0,New Haven-State St,1518,0,,16,1,0
3,246071024607201,246071024607201+1157555+0,New Haven,1520,0,,16,1,0
3,246071024607201,246071024607201+1157557+0,New Haven,1522,0,,16,1,0
3,246071024607201,246071024607201+1157559+0,New Haven,1524,0,,16,1,0
3,246071024607201,246071024607201+1157561+1,Grand Central,1525,1,,5,1,1
3,246071024607201,246071024607201+1157563+0,New Haven,1526,0,,16,1,0
3,246071024607201,246071024607201+1157565+0,New Haven,1528,0,,16,1,0
3,246071024607201,246071024607201+1157567+1,Grand Central,1529,1,,5,1,1
3,246071024607201,246071024607201+1157569+0,New Haven,1530,0,,16,1,0
3,246071024607201,246071024607201+1157571+1,Grand Central,1531,1,,5,1,1
3,246071024607201,246071024607201+1157573+0,New Haven,1532,0,,16,1,0
3,246071024607201,246071024607201+1157575+1,Grand Central,1533,1,,5,1,1
3,246071024607201,246071024607201+1157577+0,New Haven,1534,0,,16,1,0
3,246071024607201,246071024607201+1157579+1,Grand Central,1535,1,,5,1,1
3,246071024607201,246071024607201+1157581+0,New Haven,1536,0,,16,1,0
3,246071024607201,246071024607201+1157583+1,Grand Central,1537,1,,5,1,1
3,246071024607201,246071024607201+1157584+0,New Haven,1538,0,,16,1,0
3,246071024607201,246071024607201+1157586+1,Grand Central,1539,1,,5,1,1
3,246071024607201,246071024607201+1157587+0,New Haven,1540,0,,16,1,0
3,246071024607201,246071024607201+1157589+0,Grand Central,1541,1,,5,1,0
3,246071024607201,246071024607201+1157591+1,New Haven,1542,0,,16,1,1
3,246071024607201,246071024607201+1157593+1,New Haven,1544,0,,16,1,1
3,246071024607201,246071024607201+1157595+0,Grand Central,1545,1,,5,1,0
3,246071024607201,246071024607201+1157597+1,New Haven,1546,0,,16,1,1
3,246071024607201,246071024607201+1157599+1,New Haven,1548,0,,16,1,1
3,246071024607201,246071024607201+1157601+0,Grand Central,1549,1,,5,1,0
3,246071024607201,246071024607201+1157603+0,Grand Central,1551,1,,5,1,0
3,246071024607201,246071024607201+1157605+1,New Haven,1552,0,,16,1,1
3,246071024607201,246071024607201+1157607+0,Grand Central,1553,1,,5,1,0
3,246071024607201,246071024607201+1157609+1,New Haven,1554,0,,16,1,1
3,246071024607201,246071024607201+1157611+0,Grand Central,1555,1,,5,1,0
3,246071024607201,246071024607201+1157613+1,New Haven,1556,0,,16,1,1
3,246071024607201,246071024607201+1157615+0,Grand Central,1557,1,,5,1,0
3,246071024607201,246071024607201+1157617+0,Grand Central,1559,1,,5,1,0
3,246071024607201,246071024607201+1157619+1,New Haven,1560,0,,16,1,1
3,246071024607201,246071024607201+1157620+0,Grand Central,1561,1,,5,1,0
3,246071024607201,246071024607201+1157622+1,New Haven,1562,0,,16,1,1
3,246071024607201,246071024607201+1157624+0,Grand Central,1563,1,,5,1,0
3,246071024607201,246071024607201+1157626+0,Grand Central,1565,1,,5,1,0
3,246071024607201,246071024607201+1157628+0,Grand Central,1567,1,,5,1,0
3,246071024607201,246071024607201+1157630+1,New Haven,1568,0,,16,1,1
3,246071024607201,246071024607201+1157631+0,Grand Central,1569,1,,5,1,0
3,246071024607201,246071024607201+1157633+1,New Haven,1570,0,,16,1,1
3,246071024607201,246071024607201+1157635+0,Grand Central,1571,1,,5,1,0
3,246071024607201,246071024607201+1157637+1,New Haven,1572,0,,16,1,1
3,246071024607201,246071024607201+1157638+0,Grand Central,1573,1,,5,1,0
3,246071024607201,246071024607201+1157640+1,New Haven,1574,0,,16,1,1
3,246071024607201,246071024607201+1157642+0,Grand Central,1575,1,,5,1,0
3,246071024607201,246071024607201+1157644+1,New Haven,1576,0,,16,1,1
3,246071024607201,246071024607201+1157646+0,Grand Central,1577,1,,5,1,0
3,246071024607201,246071024607201+1157648+1,New Haven,1578,0,,16,1,1
3,246071024607201,246071024607201+1157650+0,Grand Central,1579,1,,5,1,0
3,246071024607201,246071024607201+1157652+0,Grand Central,1581,1,,5,1,0
3,246071024607201,246071024607201+1157654+0,New Haven,1582,0,,16,1,0
3,246071024607201,246071024607201+1157656+0,Grand Central,1583,1,,5,1,0
3,246071024607201,246071024607201+1157658+0,New Haven,1584,0,,16,1,0
3,246071024607201,246071024607201+1157660+0,New Haven,1586,0,,16,1,0
3,246071024607201,246071024607201+1157662+0,Grand Central,1587,1,,5,1,0
3,246071024607201,246071024607201+1157664+0,New Haven,1588,0,,16,1,0
3,246071024607201,246071024607201+1157666+0,New Haven,1590,0,,16,1,0
3,246071024607201,246071024607201+1157668+0,Grand Central,1591,1,,5,1,0
3,246071024607201,246071024607201+1157670+0,New Haven,1592,0,,16,1,0
3,246071024607201,246071024607201+1157672+0,New Haven,1594,0,,16,1,0
3,246071024607201,246071024607201+1157674+0,Grand Central,1595,1,,5,1,0
3,246071024607201,246071024607201+1157676+0,Grand Central,1597,1,,5,1,0
3,246071024607201,246071024607201+1157682+0,Grand Central,1599,1,,5,1,0
4,246071024607201,246071024607201+1157686+1,Grand Central,1707,1,,8,1,1
4,246071024607201,246071024607201+1157688+1,New Canaan,1710,0,,19,1,1
4,246071024607201,246071024607201+1157690+1,Grand Central,1711,1,,8,1,1
4,246071024607201,246071024607201+1157692+1,New Canaan,1712,0,,19,1,1
4,246071024607201,246071024607201+1157694+0,New Canaan,1716,0,,19,1,0
4,246071024607201,246071024607201+1157696+0,New Canaan,1718,0,,19,1,0
4,246071024607201,246071024607201+1157698+1,Grand Central,1723,1,,8,1,1
4,246071024607201,246071024607201+1157700+0,New Canaan,1726,0,,19,1,0
4,246071024607201,246071024607201+1157702+0,New Canaan,1730,0,,19,1,0
4,246071024607201,246071024607201+1157704+1,Grand Central,1731,1,,8,1,1
4,246071024607201,246071024607201+1157706+0,New Canaan,1734,0,,19,1,0
4,246071024607201,246071024607201+1157708+1,Grand Central,1735,1,,8,1,1
4,246071024607201,246071024607201+1157710+0,New Canaan,1738,0,,19,1,0
4,246071024607201,246071024607201+1157712+0,New Canaan,1740,0,,19,1,0
4,246071024607201,246071024607201+1157715+0,Stamford,1745,1,,8,1,0
4,246071024607201,246071024607201+1157717+1,New Canaan,1750,0,,19,1,1
4,246071024607201,246071024607201+1157719+0,Stamford,1751,1,,8,1,0
4,246071024607201,246071024607201+1157721+1,New Canaan,1752,0,,19,1,1
4,246071024607201,246071024607201+1157723+0,Stamford,1755,1,,8,1,0
4,246071024607201,246071024607201+1157725+1,New Canaan,1758,0,,19,1,1
4,246071024607201,246071024607201+1157727+0,Stamford,1763,1,,8,1,0
4,246071024607201,246071024607201+1157729+0,Stamford,1767,1,,8,1,0
4,246071024607201,246071024607201+1157731+1,New Canaan,1770,0,,19,1,1
4,246071024607201,246071024607201+1157733+0,Stamford,1771,1,,8,1,0
4,246071024607201,246071024607201+1157735+1,New Canaan,1774,0,,19,1,1
4,246071024607201,246071024607201+1157737+0,Grand Central,1775,1,,8,1,0
4,246071024607201,246071024607201+1157739+0,Grand Central,1777,1,,8,1,0
4,246071024607201,246071024607201+1157741+1,New Canaan,1778,0,,19,1,1
4,246071024607201,246071024607201+1157745+0,Stamford,1787,1,,8,1,0
4,246071024607201,246071024607201+1157749+0,New Canaan,1794,0,,19,1,0
4,246071024607201,246071024607201+1157754+0,New Canaan,1798,0,,19,1,0
5,246071024607201,246071024607201+1157758+0,Danbury,1806,0,,21,1,0
5,246071024607201,246071024607201+1157760+1,Grand Central,1811,1,,10,1,1
5,246071024607201,246071024607201+1157762+0,Danbury,1812,0,,21,1,0
5,246071024607201,246071024607201+1157765+1,Grand Central,1819,1,,10,1,1
5,246071024607201,246071024607201+1157767+0,Danbury,1822,0,,21,1,0
5,246071024607201,246071024607201+1157769+0,Danbury,1830,0,,21,1,0
5,246071024607201,246071024607201+1157771+1,Grand Central,1831,1,,10,1,1
5,246071024607201,246071024607201+1157773+1,South Norwalk,1837,1,,10,1,1
5,246071024607201,246071024607201+1157775+0,Danbury,1838,0,,21,1,0
5,246071024607201,246071024607201+1157777+1,Grand Central,1841,1,,10,1,1
5,246071024607201,246071024607201+1157779+0,Danbury,1844,0,,21,1,0
5,246071024607201,246071024607201+1157781+1,Danbury,1848,0,,21,1,1
5,246071024607201,246071024607201+1157783+0,Stamford,1849,1,,10,1,0
5,246071024607201,246071024607201+1157785+0,South Norwalk,1855,1,,10,1,0
5,246071024607201,246071024607201+1157787+1,Danbury,1860,0,,21,1,1
5,246071024607201,246071024607201+1157790+0,South Norwalk,1867,1,,10,1,0
5,246071024607201,246071024607201+1157792+1,Danbury,1868,0,,21,1,1
5,246071024607201,246071024607201+1157794+0,Danbury,1874,0,,21,1,0
5,246071024607201,246071024607201+1157796+0,South Norwalk,1875,1,,10,1,0
5,246071024607201,246071024607201+1157798+0,South Norwalk,1881,1,,10,1,0
5,246071024607201,246071024607201+1157800+0,Danbury,1882,0,,21,1,0
5,246071024607201,246071024607201+1157802+0,Stamford,1889,1,,10,1,0
5,246071024607201,246071024607201+1157804+0,Danbury,1894,0,,21,1,0
5,246071024607201,246071024607201+1157806+0,South Norwalk,1897,1,,10,1,0
6,246071024607201,246071024607201+1157808+0,Waterbury,1902,0,,22,1,0
6,246071024607201,246071024607201+1157810+0,Waterbury,1908,0,,22,1,0
6,246071024607201,246071024607201+1157812+1,Bridgeport,1911,1,,11,1,1
6,246071024607201,246071024607201+1157814+0,Waterbury,1916,0,,22,1,0
6,246071024607201,246071024607201+1157816+0,Waterbury,1922,0,,22,1,0
6,246071024607201,246071024607201+1157818+1,Bridgeport,1925,1,,11,1,1
6,246071024607201,246071024607201+1157820+0,Waterbury,1928,0,,22,1,0
6,246071024607201,246071024607201+1157822+1,Bridgeport,1935,1,,11,1,1
6,246071024607201,246071024607201+1157824+0,Waterbury,1936,0,,22,1,0
6,246071024607201,246071024607201+1157826+0,Waterbury,1942,0,,22,1,0
6,246071024607201,246071024607201+1157828+0,Bridgeport,1949,1,,11,1,0
6,246071024607201,246071024607201+1157830+0,Waterbury,1956,0,,22,1,0
6,246071024607201,246071024607201+1157832+0,Bridgeport,1957,1,,11,1,0
6,246071024607201,246071024607201+1157834+0,Bridgeport,1965,1,,11,1,0
6,246071024607201,246071024607201+1157836+0,Bridgeport,1973,1,,11,1,0
6,246071024607201,246071024607201+1157838+0,Waterbury,1974,0,,22,1,0
6,246071024607201,246071024607201+1157840+0,Bridgeport,1979,1,,11,1,0
6,246071024607201,246071024607201+1157842+0,Bridgeport,1985,1,,11,1,0
6,246071024607201,246071024607201+1157844+0,Waterbury,1990,0,,22,1,0
6,246071024607201,246071024607201+1157846+0,Bridgeport,1991,1,,11,1,0
6,246071024607201,246071024607201+1157848+0,Bridgeport,1995,1,,11,1,0
6,246071024607201,246071024607201+1157850+0,Bridgeport,1997,1,,11,1,0
2,246071024607201,246071024607201+1158121+1,Grand Central,304,1,,3,1,1
2,246071024607201,246071024607201+1158123+1,Grand Central,306,1,,3,1,1
2,246071024607201,246071024607201+1158125+1,North White Plains,307,0,,14,1,1
2,246071024607201,246071024607201+1158127+1,Grand Central,308,1,,3,1,1
2,246071024607201,246071024607201+1158129+1,North White Plains,309,0,,14,1,1
2,246071024607201,246071024607201+1158131+1,Grand Central,310,1,,3,1,1
2,246071024607201,246071024607201+1158133+1,Grand Central,312,1,,3,1,1
2,246071024607201,246071024607201+1158135+1,Grand Central,314,1,,3,1,1
2,246071024607201,246071024607201+1158137+1,Grand Central,316,1,,3,1,1
2,246071024607201,246071024607201+1158139+1,Grand Central,324,1,,3,1,1
2,246071024607201,246071024607201+1158141+1,Grand Central,326,1,,3,1,1
2,246071024607201,246071024607201+1158143+1,Grand Central,328,1,,3,1,1
2,246071024607201,246071024607201+1158145+1,Grand Central,330,1,,3,1,1
2,246071024607201,246071024607201+1158147+1,Grand Central,332,1,,3,1,1
2,246071024607201,246071024607201+1158149+0,Grand Central,334,1,,3,1,0
2,246071024607201,246071024607201+1158152+0,North White Plains,343,0,,14,1,0
2,246071024607201,246071024607201+1158156+0,North White Plains,345,0,,14,1,0
2,246071024607201,246071024607201+1158158+1,North White Plains,349,0,,14,1,1
3,246071024607201,246071024607201+1158160+1,Grand Central,3507,1,,5,1,1
2,246071024607201,246071024607201+1158162+1,Crestwood,351,0,,14,1,1
3,246071024607201,246071024607201+1158163+1,Grand Central,3511,1,,5,1,1
2,246071024607201,246071024607201+1158167+1,North White Plains,353,0,,14,1,1
3,246071024607201,246071024607201+1158169+1,Grand Central,3537,1,,5,1,1
3,246071024607201,246071024607201+1158174+1,New Haven,3542,0,,16,1,1
2,246071024607201,246071024607201+1158178+1,Crestwood,355,0,,14,1,1
3,246071024607201,246071024607201+1158180+1,New Haven,3568,0,,16,1,1
2,246071024607201,246071024607201+1158182+1,Crestwood,357,0,,14,1,1
2,246071024607201,246071024607201+1158186+1,North White Plains,359,0,,14,1,1
2,246071024607201,246071024607201+1158188+1,Crestwood,361,0,,14,1,1
2,246071024607201,246071024607201+1158190+1,North White Plains,363,0,,14,1,1
2,246071024607201,246071024607201+1158192+1,Crestwood,365,0,,14,1,1
2,246071024607201,246071024607201+1158194+0,Grand Central,366,1,,3,1,0
2,246071024607201,246071024607201+1158196+1,Mt Vernon West,367,0,,14,1,1
2,246071024607201,246071024607201+1158198+0,Grand Central,368,1,,3,1,0
2,246071024607201,246071024607201+1158200+0,Grand Central,370,1,,3,1,0
2,246071024607201,246071024607201+1158202+1,North White Plains,373,0,,14,1,1
1,246071024607201,246071024607201+1158204+1,Grand Central,416,1,,1,1,1
1,246071024607201,246071024607201+1158206+1,Grand Central,426,1,,1,1,1
1,246071024607201,246071024607201+1158208+1,Grand Central,434,1,,1,1,1
1,246071024607201,246071024607201+1158210+1,Grand Central,436,1,,1,1,1
